count	msgid	msgstr	modules
1	You can only delete BTP Cutting Inspections in draft state!	Chỉ có thể xóa phiếu kiểm tra BTP cắt ở trạng thái nháp!	g10_veston_production
1	You can only delete Cutting Inspection Post Pressing Detail in draft state!	Chỉ được phép xóa phiếu Kiểm ép sau cắt chi tiết ở trạng thái Nháp!	g10_veston_production
1	You can only delete Cutting Inspection Post Pressing Detail lines in draft state!	Chỉ được phép xóa dòng Kiểm ép sau Cắt chi tiết ở trạng thái Nháp!	g10_veston_production
1	You can only delete Cutting Inspection Returns in draft state!	Chỉ được phép xóa phiếu Kiểm trả Cắt ở trạng thái Nháp!	g10_shirt_production
1	You can only delete Cutting Inspection defect returns in draft state!	Chỉ được phép xóa chi tiết lỗi kiểm trả Cắt ở trạng thái Nháp!	g10_shirt_production
1	You can only delete Cutting Inspection defects in draft state!	Chỉ được phép xóa chi tiết lỗi kiểm Cắt ở trạng thái Nháp!	g10_shirt_production
1	You can only delete Cutting Inspection line returns in draft state!	Chỉ được phép xóa chi tiết kiểm trả Cắt ở trạng thái Nháp!	g10_shirt_production
1	You can only delete Cutting Inspection lines in draft state!	Chỉ được phép xóa chi tiết kiểm hóa Cắt ở trạng thái Nháp!	g10_shirt_production
1	You can only delete Cutting Inspections Post Pressing in draft state!	Chỉ được phép xóa phiếu kiểm ép sau Cắt ở trạng thái nháp!	g10_veston_production
1	You can only delete Cutting Inspections Veston defect in draft state!	Chỉ được phép xóa phiếu kiểm Cắt Veston ở trạng thái nháp!	g10_veston_production
1	You can only delete Cutting Inspections Veston in draft state!	Chỉ được phép xóa phiếu kiểm cắt Veston ở trạng thái nháp!	g10_veston_production
1	You can only delete Cutting Inspections Veston line in draft state!	Chỉ được phép xóa chi tiết kiểm Cắt Veston ở trạng thái nháp!	g10_veston_production
1	You can only delete Cutting Inspections hybrid defect in draft state!	Bạn chỉ có thể xóa lỗi của phiếu kiểm hóa cắt hỗn hợp ở trạng thái nháp!	g10_hybrid_production
1	You can only delete Cutting Inspections hybrid in draft state!	Bạn chỉ có thể xóa phiếu kiểm hóa cắt hỗn hợp ở trạng thái nháp!	g10_hybrid_production
1	You can only delete Cutting Inspections hybrid line in draft state!	Bạn chỉ có thể xóa chi tiết phiếu kiểm hóa cắt hỗn hợp ở trạng thái nháp!	g10_hybrid_production
1	You can only delete Cutting Inspections in draft state!	Chỉ được phép xóa phiếu kiểm hóa Cắt ở trạng thái Nháp!	g10_shirt_production
1	You can only delete Cutting Production Quantity in draft state!	Bạn chỉ có thể xóa Số lượng SX Cắt ở trạng thái dự thảo!	g10_shirt_production
1	You can only delete Cutting Table Allocation Line in draft state!	Chỉ được phép xóa chi tiết Hạch toán bàn cắt ở trạng thái Nháp!	g10_shirt_production
1	You can only delete Cutting Table Allocation in draft state!	Chỉ được phép xóa phiếu Hạch toán bàn cắt ở trạng thái Nháp!	g10_shirt_production
1	You can only delete a one-off pressing inspection that is in the draft state.	Bạn chỉ có thể xóa phiếu kiểm là đơn chiếc ở trạng thái nháp.	g10_one_off_production
1	You can only delete a one-off pressing recheck that is in progress state.	Bạn chỉ có thể xóa phiếu recheck là đơn chiếc ở trạng thái đang thực hiện.	g10_one_off_production
1	You can only delete a one-off sewing inspection that is in the draft state.	Bạn chỉ có thể xóa phiếu kiểm may đơn chiếc ở trạng thái nháp.	g10_one_off_production
1	You can only delete a one-off sewing recheck that is in progress state.	Bạn chỉ có thể xóa phiếu recheck may đơn chiếc ở trạng thái đang thực hiện.	g10_one_off_production
1	You can only delete a pressing recheck Veston that is in progress state.	Chỉ được phép xóa phiếu Recheck Veston ở trạng thái đang xử lý.	g10_veston_production
1	You can only delete a pressing recheck line that is in the progress state.	Chỉ được phép xóa chi tiết Recheck Là ở trạng thái Đang thực hiện.	g10_shirt_production
1	You can only delete a pressing recheck that is in the progress state.	Chỉ được phép xóa phiếu Recheck Là ở trạng thái Đang thực hiện.	g10_shirt_production
1	You can only delete a sewing inspection line return that is in the draft state.	Chỉ được phép xóa chi tiết kiểm hóa trả May ở trạng thái Nháp.	g10_shirt_production
1	You can only delete a sewing inspection return that is in the draft state.	Chỉ được phép xóa phiếu kiểm trả May ở trạng thái Nháp.	g10_shirt_production
1	You can only delete a sewing production quality that is in the draft state.	Chỉ được phép xóa phiếu KCS May ở trạng thái Nháp.	g10_shirt_production
1	You can only delete a sewing productivity line that is in the draft state.	Chỉ được phép xóa chi tiết phiếu Ghi nhận năng suất tổ May ở trạng thái Nháp.	g10_shirt_production
1	You can only delete a sewing productivity that is in the draft state.	Chỉ được phép xóa phiếu ghi nhận năng suất tổ May ở trạng thái Nháp.	g10_shirt_production
1	You can only delete a sewing recheck line return that is in the draft state.	Chỉ được phép xóa chi tiết phiếu Recheck trả May ở trạng thái Nháp.	g10_shirt_production
1	You can only delete a sewing recheck line that is in the progress state.	Chỉ được phép xóa chi tiết Recheck may ở trạng thái Đang thực hiện.	g10_shirt_production
1	You can only delete a sewing recheck return that is in the draft state.	Chỉ được phép xóa phiếu Recheck trả May ở trạng thái Nháp.	g10_shirt_production
1	You can only delete a sewing recheck that is in the progress state.	Chỉ được phép xóa phiếu Recheck may ở trạng thái Đang thực hiện.	g10_shirt_production
1	You can only delete a sewing recheck veston that is in progress state.	Chỉ được phép xóa phiếu recheck May Veston ở trạng thái đang xử lý.	g10_veston_production
1	You can only delete document in draft state!	Bạn chỉ được xóa tài liệu ở trạng thái Nháp!	g10_veston_production
1	You can only delete fabric rolls when the request is in draft state.	"Bạn chỉ có thể xóa các cuộn vải khi Yêu cầu ở trạng thái ""nháp""."	g10_stock
1	You can only delete final factory inspection lines in draft state!	Chỉ được phép xóa chi tiết phiếu Kiểm final Xí nghiệp ở trạng thái Nháp!	g10_production
1	You can only delete final factory inspections in draft state!	Chỉ được phép xóa phiếu Kiểm final Xí nghiệp ở trạng thái Nháp!	g10_production
1	You can only delete final inspection lines in draft state!	Chỉ được phép xóa chi tiết phiếu kiểm final ở trạng thái Nháp!	g10_production
1	You can only delete final inspections in draft state!	Chỉ được phép xóa phiếu kiểm final ở trạng thái Nháp!	g10_production
1	You can only delete import lines in draft state!	Bạn chỉ được xóa các dòng chi tiết ở trạng thái Nháp!	g10_veston_production
1	You can only delete one-off pressing supplies in draft state!	Bạn chỉ có thể xóa phiếu cấp là đơn chiếc ở trạng thái nháp!	g10_one_off_production
1	You can only delete one-off pressing supply lines while the parent supply is in draft or exported state!	Bạn chỉ có thể xóa dòng cấp là đơn chiếc khi phiếu cấp cha ở trạng thái nháp hoặc đã xuất!	g10_one_off_production
1	You can only delete one-off production line details in draft state!	Bạn chỉ có thể xóa chi tiết Chi tiết lệnh SX đơn chiếc ở trạng thái nháp!	g10_one_off_production
1	You can only delete one-off production lines in draft state!	Bạn chỉ có thể xóa Chi tiết lệnh SX đơn chiếc ở trạng thái nháp!	g10_one_off_production
1	You can only delete one-off production orders in draft state!	Bạn chỉ có thể xóa Lệnh sản xuất đơn chiếc ở trạng thái nháp!	g10_one_off_production
1	You can only delete one-off sewing supplies in draft state!	Bạn chỉ có thể xóa phiếu cấp may đơn chiếc ở trạng thái nháp!	g10_one_off_production
1	You can only delete one-off sewing supply lines while the parent supply is in exported state!	Bạn chỉ có thể xóa dòng cấp may đơn chiếc khi phiếu cấp cha ở trạng thái đã xuất!	g10_one_off_production
1	You can only delete one-off stock import lines while the parent import is in draft state!	Bạn chỉ có thể xóa dòng nhập kho đơn chiếc khi phiếu nhập cha ở trạng thái nháp!	g10_one_off_production
1	You can only delete one-off stock imports in draft state!	Bạn chỉ có thể xóa phiếu nhập kho đơn chiếc ở trạng thái nháp!	g10_one_off_production
1	You can only delete pressing inspection lines in draft state!	Chỉ được phép xóa chi tiết kiểm hóa Là ở trạng thái Nháp!	g10_shirt_production
1	You can only delete pressing inspections Veston in draft state!	Chỉ được phép xóa phiếu kiểm hóa Là Veston ở trạng thái nháp!	g10_veston_production
1	You can only delete pressing inspections in draft state!	Chỉ được phép xóa phiếu kiểm hóa Là ở trạng thái Nháp!	g10_shirt_production
